source,title,authors,year,citations,abstract,catalysts,yield,cycles,recovery,score
arXiv,An Acetate Bound Cobalt Oxide Catalyst for Water Oxidation: Role of Monovalent Anions and Cations In Lowering Overpotential,"Subal Dey, Biswajit Mondal, Abhishek Dey",2014,0,"Co(II) dissolved in acetate buffer at pH 7 is found to be a good water oxidation catalyst (WOC) showing electrocatalytic water oxidation current significantly greater than Co(II) in phosphate buffer under the same conditions owing to the higher solubility of the former. When electrodeposited on ITO/FTO electrodes it forms acetate bound cobalt(II)oxide based material (Co-Ac-WOC) showing catalytic water oxidation current density of 0.1 mA/cm$^{2}$ at 830 mV and 1 mA/cm$^{2}$ at 1 V in a pH 7 buffer solution. The morphology of Co-Ac-OEC is investigated with AFM, HR-TEM and SEM (at different times and electrodeposition potentials). The chemical composition of Co-Ac-OEC is investigated using XPS, EDX, combustion analysis and ATR-FTIR which indicates that this material has a CoO core with chloride and acetate anions bound to the Co center. Sodium is found to be integrated in the Co-Ac-WOC. The presence of the sodium ions and the chloride ions lowers the onset potential for oxygen evolution reaction (OER) by 240 mV relative to the classic Co-Pi at pH 7. The lower onset potential and higher OER current lowers the exchange current density to 10$^{-6.7}$ in Co-Ac-WOC relative to 10$^{-8}$-10$^{-10}$ in Co-Pi and its derivatives.","['fe', 'mo', 'co', 'ni', 'cu', 'ir']",,,,
arXiv,Basic Ideas and Tools for Projection-Based Model Reduction of Parametric Partial Differential Equations,"Gianluigi Rozza, Martin Hess, Giovanni Stabile, Marco Tezzele, Francesco Ballarin",2019,0,"We provide first the functional analysis background required for reduced order modeling and present the underlying concepts of reduced basis model reduction. The projection-based model reduction framework under affinity assumptions, offline-online decomposition and error estimation is introduced. Several tools for geometry parametrizations, such as free form deformation, radial basis function interpolation and inverse distance weighting interpolation are explained. The empirical interpolation method is introduced as a general tool to deal with non-affine parameter dependency and non-linear problems. The discrete and matrix versions of the empirical interpolation are considered as well. Active subspaces properties are discussed to reduce high-dimensional parameter spaces as a pre-processing step. Several examples illustrate the methodologies.","['fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Activation of Phosphorene-like Two-dimensional GeSe for Efficient Electrocatalytic Nitrogen Reduction via States Filtering of Ru,"Zheng Shu, Yongqing Cai",2022,0,"Nitrogen reduction reaction (NRR) which converts nitrogen (N2) to ammonia (NH3) normally requires harsh conditions to break the bound nitrogen bond. Herein, via first-principles calculation we reveal that a superior NRR catalytic activity could be obtained through anchoring atomic catalyst above a phosphorene-like puckering surface of germanium selenide (GeSe). Through examining the single- and double- atoms (B, Fe, W, Mo and Ru) decorated on GeSe, we find that its rippled structure allows an intimate contact between the deposited species and the GeSe which significantly promotes the states hybridization. Amongst the various atomic catalyst, we predict that the Ru dimer decorated GeSe monolayer (Ru2@GeSe) has superior catalytic activity for the N2 fixation and reduction. Through examining the three NRR pathways (distal, alternating and enzymatic), the distal and enzymatic pathway is both the thermodynamically favorable with the maximum Gibbs free energy change (ΔGMAX) of 0.25 and 0.26 eV, respectively. Such a superior activity could be attributed to the filtered states of GeSe by Ru dimer which leads to the effective activation of the adsorbed N2 bond. As an efficient near-infrared absorber of GeSe, the Ru mediated hybridization of GeSe-Ru-N2 complex enables an in-gap state which further broadens the absorbing window, rendering for a broadband solar absorption and possible photocatalysis.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Single-atom catalysts boost nitrogen electroreduction reaction,"Yanling Zhai, Zhijun Zhu, Chengzhou Zhu, Kyle Chen, Xueji Zhang, Jing Tang, Jun Chen",2020,0,"Ammonia (NH3) is mainly produced through the traditional Haber-Bosch process under harsh conditions with huge energy consumption and massive carbon dioxide (CO2) emission. The nitrogen electroreduction reaction (NERR), as an energy-efficient and environment-friendly process of converting nitrogen (N2) to NH3 under ambient conditions, has been regarded as a promising alternative to the Haber-Bosch process and has received enormous interest in recent years. Although some exciting progress has been made, considerable scientific and technical challenges still exist in improving the NH3 yield rate and Faradic efficiency, understanding the mechanism of the reaction and promoting the wide commercialization of NERR. Single-atom catalysts (SACs) have emerged as promising catalysts because of its atomically dispersed activity sites and maximized atom efficiency, unsaturated coordination environment, and its unique electronic structure, which could significantly improve the rate of reaction and yield rate of NH3. In this review we briefly introduce the unique structural and electronic features of SACs, which contributes to comprehensively understand the reaction mechanism owing to their structural simplicity and diversity, and in turn expedite the rational design of fantastic catalysts at the atomic scale. Then, we summarize the most recent experimental and computational efforts on developing novel SACs with excellent NERR performance, including precious metal-, nonprecious metal- and nonmetal-based SACs. Finally, we present challenges and perspectives of SACs on NERR, as well as some potential means for advanced NERR catalyst.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'ir']",,,,
arXiv,To what extent airborne particulate matters are influenced by ammonia and nitrogen oxides?,Alessandro Fassò,2023,0,"Intensive farming is known to significantly impact air quality, particularly fine particulate matter (PM$_{2.5}$). Understanding in detial their relation is important for scientific reasons and policy making. Ammonia emissions convey the impact of farming, but are not directly observed. They are computed through emission inventories based on administrative data and provided on a regular spatial grid at daily resolution. In this paper, we aim to validate \textit{lato sensu} the approach mentioned above by considering ammonia concentrations instead of emissions in the Lombardy Region, Italy. While the former are available only in few monitoring stations around the region, they are direct observations. Hence, we build a model explaining PM2.5 based on precursors, ammonia (NH3) and nitrogen oxides (NOX), and meteorological variables. To do this, we use a seasonal interaction regression model allowing for temporal autocorrelation, correlation between stations, and heteroskedasticity. It is found that the sensitivity of PM2.5 to NH3 and NOX depends on season, area, and NOX level. It is recommended that an emission reduction policy should focus on the entire manure cycle and not only on spread practices.","['fe', 'mo', 'co', 'ni', 'cu', 'ir']",,,,
CORE,Graphene-Based Nanostructures in Electrocatalytic Oxygen Reduction,Alammari; Allen; Cai; Chen; Conner; Farooque; Gong; Guo; Habibi; He; Huang; Ikeda; Jiang; Kim; Kimouche; Li; Li; Li; Liang; Lv; Ma; Ma; O’Hayre; Qu; Quesnel; Ramaswamy; Ren; Ruffieux; Saito; Shao; Sheng; Song; Tian; Wang; Wu; Wu; Yang; Yang; Zhang; Zhao; Zhao; Zheng; Zhong; Zhou; Zhu; Zoladek,2018,0,,['ru'],,,,
CORE,Recent progress towards the electrosynthesis of ammonia from sustainable resources,"Shipman, Michael A.; Symes, Mark D.",2017,0,,"['mo', 'ni']",,,,
CORE,Effect of Thiols for Nitrogen Reduction to Ammonia,"Ford, Zakary R.",2019,0,,"['fe', 'mo', 'ni']",,,,
CORE,Electrocatalytic phenomena in gas phase reactions in solid electrolyte electrochemical cells,"Burggraaf, A.J.; Gellings, P.J.; Koopmans, H.J.A.",1988,0,,[],,,,
CORE,Cross-linked CoMoO4/rGO nanosheets as oxygen reduction catalyst,"Fu, Jiaqi; Li, Yang-Guang; Meng, Jiang-Li; Miras, Haralampos N.; Tan, Hua-Qiao; Wang, Yong-Hui; Wei, Mei-Jie; Zang, Hong-Ying",2017,0,,"['mo', 'co']",,,,
CORE,Production of C-2/C-3 Oxygenates from Planar Copper Nitride-Derived Mesoporous Copper via Electrochemical Reduction of CO2,"Bell, Alexis T; Cooper, Jason K; Drisdell, Walter S; Ebaid, Mohamed; Jiang, Kun; Zhang, Zemin",2020,0,,"['co', 'ni']",,,,
CORE,Effect of operational parameters and Pd/In catalyst in the reduction of nitrate using copper electrode,"Beltrame, Thiago Favarini; Bernardes, Andrea Moura; Coelho, Vanessa; Ferreira, Jane Zoppas; Marchesini, Fernanda Albana; Marder, Luciano",2017,0,,"['fe', 'co', 'ni', 'pd']",,,,
CORE,Antimony-doped graphene nanoplatelets,A Fasolino; A Ramelan; AA Balandin; AB Stambouli; C Zhang; C-M Gong; D Geng; H Liu; I-Y Jeon; I-Y Jeon; I-Y Jeon; I-Y Jeon; J Chen; J Greeley; J Liang; JK Nørskov; JP Collman; JW Cogswell; K Schoots; KN Kudin; KP Gong; KS Kim; L Qu; MD Stoller; MP Seah; R Bashyam; R Liu; RC Saxena; S Bae; S Jacobsson; S Wang; S Yang; T Krishnakumar; T Xing; T Yu; TO Wehling; W Sheng; WE Swartz Jr; WS Hummers Jr; X Sun; X Wang; Y Bing; Y Liang; YD Wang; Z Jin; Z Yang; Z-H Sheng; ZQ Li,2015,0,,['mo'],,,,
CORE,Combining theory and experiment in electrocatalysis: Insights into materials design,"Chorkendorff, Ib; Dickens, Colin F.; Jaramillo, Thomas F.; Kibsgaard, Jakob; Nørskov, Jens K.; Seh, Zhi Wei",2017,0,,"['co', 'ni']",,,,
CORE,Boosting selective nitrogen reduction to ammonia on electron-deficient copper nanoparticles,"Antonietti, M.; Chen, J.; Li, X.; Lin, Y.; Su, H.; Xue, Z.; Zhai, G.; Zhang, J.; Zhang, S.; Zhao, T.",2019,0,,"['mo', 'co', 'ni']",,,,
CORE,Ruthenium atomically dispersed in carbon outperforms platinum toward hydrogen evolution in alkaline media.,"Chen, Shaowei; Finfrock, Y Zou; Gao, Peng; Guo, Lin; Li, Ning; Lu, Bingzhang; Lu, Jia En; Morris, David; Peng, Yi; Ping, Yuan; Smart, Tyler J; Wang, Nan; Wu, Feng; Zhang, Peng",2019,0,,"['ru', 'ni']",,,,
CORE,Phosphorus Doping on FeNC and CNx Catalysts in Oxygen Reduction Reaction in PEM Acidic Media,"Qian, Kyle",2016,0,,"['ru', 'fe']",,,,
CORE,Dissociating stable nitrogen molecules under mild conditions by cyclic strain engineering,"Baek, Jong-Beom; Han, Gao-Feng; Im, Yoon-Kwang; Jeon, Jong-Pil; Jiang, Qing; Kim, Chul Sung; Kim, Jeonghun; Kim, Seok-Jin; Li, Feng; Noh, Hyuk-Jun; Shi, Xiang-Mei; Uhm, Young Rang",2019,0,,"['mo', 'co', 'ni', 'cu']",,,,
CORE,"Ambient Electro-Synthesis of Ammonia - Electrode Porosity and
  Composition Engineering","He, Le; Jiang, Zhiping; Li, Debao; Ozin, Geoffrey A.; Qiao, Qiao; Shao, Yue; Song, Pengfei; Sun, Wei; Wang, Hong; Wang, Lu; Wang, Qiang; Wu, Tom; Ye, Shuyang; Yuan, Jiayin; Zhang, Xiaohong; Zhu, Yimei",2018,0,,"['mo', 'co', 'ni']",,,,
CORE,Fe-Mediated Nitrogen Fixation with a Metallocene Mediator: Exploring pK_a Effects and Demonstrating Electrocatalysis,"Chalkley, Matthew J.; Del Castillo, Trevor J.; Matson, Benjamin D.; Peters, Jonas C.",2018,0,,"['fe', 'mo', 'ni']",,,,
CORE,"Thermal stability study of nitrogen functionalities in a graphene
  network","Ganguly, Abhijit; Kumar, Ajay; Papakonstantinou, Pagona",2012,0,,['ni'],,,,
CORE,Ordered mesoporous porphyrinic carbons with very high electrocatalytic activity for the oxygen reduction reaction,"Adzic, Radoslav R.; Cheon, Jae Yeong; Choi, YongMan; Jeong, Hu Young; Joo, Sang Hoon; Kim, Jaesik; Kim, Min Gyu; Kim, Taeyoung; Kwon, Kyungjung; Lee, Zonghoon; Park, Gu-Gon; Sa, Young Jin; Terasaki, Osamu; Yang, Tae-Hyun",2013,0,,['ni'],,,,
arXiv,Triaxial orbit based galaxy models with an application to the (apparent) decoupled core galaxy NGC 4365,"R. C. E. van den Bosch, G. van de Ven, E. K. Verolme, M. Cappellari, P. T. de Zeeuw",2007,0,"We present a flexible and efficient method to construct triaxial dynamical models of galaxies with a central black hole, using Schwarzschild's orbital superposition approach. Our method is general and can deal with realistic luminosity distributions, which project to surface brightness distributions that may show position angle twists and ellipticity variations. The models are fit to measurements of the full line-of-sight velocity distribution (wherever available). We verify that our method is able to reproduce theoretical predictions of a three-integral triaxial Abel model. In a companion paper (van de Ven, de Zeeuw & van den Bosch), we demonstrate that the method recovers the phase-space distribution function. We apply our method to two-dimensional observations of the E3 galaxy NGC 4365, obtained with the integral-field spectrograph SAURON, and study its internal structure, showing that the observed kinematically decoupled core is not physically distinct from the main body and the inner region is close to oblate axisymmetric.","['ru', 'mo', 'co', 'ni', 'pt']",,,,
arXiv,Fritz Haber: The Damned Scientist,"Magda Dunikowska, Ludwik Turko",2011,0,"In the gallery of famous people tracing their origins to Wrocław, few are as controversial, as complex, or as tragic as Fritz Haber, ever more distant in the flux of time, yet still stirring emotions. He developed a method for the direct synthesis of ammonia from its elements and later pioneered chemical warfare on the battlefields of the First World War.","['fe', 'mo', 'co', 'ni', 'ir']",,,,
arXiv,"Errata for Higgs Bosons in Supersymmetric Models: I, II and III","John F. Gunion, Howard E. Haber",1993,0,"Errata are given for J.F. Gunion and H.E. Haber, Nucl. Phys. B272 (1986) 1, Nucl. Phys. B278 (1986) 449, and Nucl. Phys. B307 (1988) 445.","['mo', 'ni']",,,,
arXiv,The Haber Process Made Efficient by Hydroxylated Graphene,"Vitaly Chaban, Oleg Prezhdo",2016,0,"The Haber-Bosch process is the main industrial method for producing ammonia from diatomic nitrogen and hydrogen. Very demanding energetically, it uses an iron catalyst, and requires high temperature and pressure. Any improvement of the Haber process will have an extreme scientific and economic impact. We report a significant increase of ammonia production using hydroxylated graphene. Exploiting the polarity difference between N2/H2 and NH3, as well as the universal proton acceptor behavior of NH3, we demonstrate a strong shift of the equilibrium of the Haber-Bosch process towards ammonia. Hydroxylated graphene provides the polar environment favoring the forward reaction, and remain stable under the investigated thermodynamic conditions. Ca. 50 kJ mol-1 enthalpy gain and ca. 60-70 kJ mol-1 free energy gain are achieved at 298-1300 K and 1-1000 bar, strongly shifting the reaction equilibrium towards the product. A clear microscopic interpretation of the observed phenomenon is given using electronic structure calculations and real-time reactive simulations. The demonstrated principle can be applied with many polar groups functionalizing a substrate with a high surface area, provided that the system is chemically inert to H2, N2 and NH3. The modified Haber-Bosch process is of significant importance to the chemical industry, since it provides a substantial increase of the reaction yield while decreasing the temperature and pressure, thereby, reducing the cost.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Stable Green ring of the Drinfeld doubles of the generalised Taft algebras (corrections and new results),"Karin Erdmann, Edward Green, Nicole Snashall, Rachel Taillefer",2016,0,"We return to the fusion rules for the Drinfeld double of the duals of the generalised Taft algebras that we studied in [9]. We first correct some proofs and statements in [9] that were incorrect, using stable homomorphisms. We then complete this with new results on fusion rules for the modules we had not studied in [9] and a classification of endotrivial and algebraic modules.","['ru', 'fe', 'mo', 'co', 'ir']",,,,
arXiv,"Electrochemical and XAS analysis of the ruthenium-dioxide material, a catalyst for Dimensionally Stabilized Anodes",Sujit K. Mondal,2010,0,"This manuscript represents an investigation of structure, property and electrochemical activity for commercially available RuO2 coated titanium electrode, known as DSA. The investigation mainly aimed at XAS studies to understand the hidden structural information for RuO2. Two different (150 micron) and a (6 micron) titanium metal coated with RuO2 was exposed at ex-situ and in-situ XAS experiment to find out its electrocatalytic property and corrosion during chlorine generation reaction. A detailed survey of XANES and EXAFS showed that the stable RuO2 formed a nano cluster during chlorine generation reaction and these clusters produced a distorted rutile structure with an enhanced electrocatalytic activity. These nano clusters possibly the cause of generating surface heterogeneity of the present ruthenium dioxide material (active catalyst for DSA). With the help of electrochemical impedance spectroscopy we are able to detect the surface heterogeneity, this surface heterogeneity is having key role for outstanding electrochemical performance of these DSA electrodes.","['ru', 'fe', 'co', 'ni', 'pt']",,,,
arXiv,Computational Studies of Ruthenium and Iridium Complexes for Energy Sciences and Progress on Greener Alternatives,"Denis Magero, Tarek Mestiri, Kamel Alimi, Mark Earl Casida",2020,0,"The energy sciences attempt to meet the increasing world-wide need for energy, as well as sustainability goals, by cleaner sources of energy, by new alternative sources of energy, and by more efficient uses of available energy. These goals are entirely consistent with the principles of green chemistry. This chapter concerns devices for creating electricity from light and for creating light from electricity. The major focus is on the photoproperties of ruthenium and iridium complexes, which have been proven to be a rich source of inspiration for conceiving photoactivated devices, including organic photovoltaic (OPV) cells and organic light emitting diodes (OLEDs). The chapter reviews important already-in-use and potential applications of ruthenium and iridium complex-based photodevices, including the underlying mechanism behind their functioning and its investigation through computational chemistry approaches. It highlights the role of the information obtained from computational studies for the design of more efficient photodevices. The final part complements the discourse with a review of the progress on greener alternatives for OPVs and OLEDs.","['ru', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,The Impact of Cooling and Feedback on Disc Galaxies,Frank C. van den Bosch,2001,0,"We present detailed, analytical models for the formation of disc galaxies to investigate the impact that cooling and feedback have on their structural properties. In particular, we investigate which observables extracted directly from the models are best suited as virial mass estimators, and to what extent they allow the recovery of the model input parameters regarding the feedback and cooling efficiencies. Contrary to naive expectations, the luminosities and circular velocities of disc galaxies are extremely poor indicators of total virial mass. Instead, we show that the product of disc scale length and rotation velocity squared yields a much more robust estimate. We show that feedback can cause a narrow correlation between galaxy mass fraction and halo spin parameter, similar to that found recently by van den Bosch, Burkert and Swaters from an analysis of dwarf galaxy rotation curves. Finally we investigate the impact that cooling and feedback have on the colors, metallicities, star formation histories and Tully-Fisher relation of disc galaxies.","['ru', 'fe', 'mo', 'co', 'cu', 'ir']",,,,
arXiv,Four-Generation Low Energy Supersymmetry with a Light Top Quark,"M. Carena, H. E. Haber, C. E. M. Wagner",1996,0,"A supersymmetric model with four generations is proposed, in which the top quark is approximately degenerate in mass with the $W^{\pm}$ gauge boson, $m_t\simeq m_W$, leading to values of $R_b$ in better agreement with the present experimental data than in the Standard Model. The model shares many of the good features of the minimal supersymmetric extension of the Standard Model (MSSM), such as the unification of gauge and Yukawa couplings at a common high-energy scale. The model differs from the MSSM by re-interpreting the Tevatron ``top-quark'' events as the production of the fourth generation quark $t\pri$, which decays dominantly to $bW^+$. The top quark decays primarily into supersymmetric particles, $t\rta\widetilde t\widetildeχ^0_1$, with $\widetilde t\rta c\widetildeχ^0_1$, thereby evading previous searches. Light supersymmetric particles are predicted to lie in the mass range between 25 and 70 GeV, which together with the fourth generation leptons provide a rich spectrum of new physics which can be probed at LEP-2 and the Tevatron.","['ru', 'fe', 'mo', 'co', 'ni', 'pt']",,,,
arXiv,Electroweak Symmetry Breaking and Physics Beyond the Standard Model,"S. Dawson, H. Haber",1996,0,In order to extend the Standard Model to TeV scale energies one must address two basic questions: (1) What is the complete description of the effective theory of fundamental particles at and below the electroweak scale? and (2) What is the dynamics responsible for electroweak symmetry breaking? The answers to these questions are crucial for addressing the third outstanding question of particle physics: What are the origins of the Standard Model parameters? We briefly summarize current theoretical approaches to answering these questions.,"['ru', 'fe', 'mo', 'co', 'pt', 'cu', 'ir']",,,,
arXiv,Is $M_t\simeq M_w$ Ruled Out?,Howard E. Haber,1995,0,"A four generation supersymmetric model is proposed, in which the Tevatron ``top-quark'' events are reinterpreted as the production of $t^\prime$ which decays dominantly to $bW^+$. In this model, $m_t\simeq m_W$, and $t\rta\widetilde t\widetildeχ^0_1$, with $\widetilde t\rta c\widetildeχ^0_1$. This decay chain, which rarely produces a hard isolated lepton, would have been missed in all previous top quark searches. A narrow region of the model parameter space exists which cannot yet be ruled out by present data. This model predicts a rich spectrum of new physics which can be probed at LEP-II and the Tevatron.","['ru', 'mo', 'pt']",,,,
arXiv,Higgs Boson Theory and Phenomenology,"Marcela Carena, Howard E. Haber",2002,0,"Precision electroweak data presently favors a weakly-coupled Higgs sector as the mechanism responsible for electroweak symmetry breaking. Low-energy supersymmetry provides a natural framework for weakly-coupled elementary scalars. In this review, we summarize the theoretical properties of the Standard Model (SM) Higgs boson and the Higgs sector of the minimal supersymmetric extension of the Standard Model (MSSM). We then survey the phenomenology of the SM and MSSM Higgs bosons at the Tevatron, LHC and a future e+e- linear collider. We focus on the Higgs discovery potential of present and future colliders and stress the importance of precision measurements of Higgs boson properties.","['mo', 'co', 'ni', 'cu']",,,,
arXiv,"Dark Matter Substructure in Numerical Simulations: A Tale of Discreteness Noise, Runaway Instabilities, and Artificial Disruption","Frank C. van den Bosch, Go Ogiya",2018,0,"To gain understanding of the complicated, non-linear and numerical processes associated with the tidal evolution of dark matter subhaloes in numerical simulation, we perform a large suite of idealized simulations that follow individual N-body subhaloes in a fixed, analytical host halo potential. By varying both physical and numerical parameters, we investigate under what conditions the subhaloes undergo disruption. We confirm the conclusions from our more analytical assessment in van den Bosch et al. that most disruption is numerical in origin; as long as a subhalo is resolved with sufficient mass and force resolution, a bound remnant survives. This implies that state-of-the-art cosmological simulations still suffer from significant overmerging. We demonstrate that this is mainly due to inadequate force-softening, which causes excessive mass loss and artificial tidal disruption. In addition, we show that subhaloes in N-body simulations are susceptible to a runaway instability triggered by the amplification of discreteness noise in the presence of a tidal field. These two processes conspire to put serious limitations on the reliability of dark matter substructure in state-of-the-art cosmological simulations. We present two criteria that can be used to assess whether individual subhaloes in cosmological simulations are reliable or not, and advocate that subhaloes that satisfy either of these two criteria be discarded from further analysis. We discuss the potential implications of this work for several areas in astrophysics.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Correlation effects in the iron pnictides,"Qimiao Si, Elihu Abrahams, Jianhui Dai, Jian-Xin Zhu",2009,0,"One of the central questions about the iron pnictides concerns the extent to which their electrons are strongly correlated. Here we address this issue through the phenomenology of the charge transport and dynamics, single-electron excitation spectrum, and magnetic ordering and dynamics. We outline the evidence that the parent compounds, while metallic, have electron interactions that are sufficiently strong to produce incipient Mott physics. In other words, in terms of the strength of electron correlations compared to the kinetic energy, the iron pnictides are closer to intermediately-coupled systems lying at the boundary between itinerancy and localization, such as V2O3 or Se-doped NiS2, rather than to simple antiferromagnetic metals like Cr. This level of electronic correlations produces a new small parameter for controlled theoretical analyses, namely the fraction of the single-electron spectral weight that lies in the coherent part of the excitation spectrum. Using this expansion parameter, we construct the effective low-energy Hamiltonian and discuss its implications for the magnetic order and magnetic quantum criticality. Finally, this approach sharpens the notion of magnetic frustration for such a metallic system, and brings about a multiband matrix t-J1-J2 model for the carrier-doped iron pnictides.","['ru', 'fe', 'mo', 'co', 'ni', 'cu', 'ir']",,,,
arXiv,Density-functional-theory calculations of molecular nitrogen on ruthenium cluster,"Keshav N. Shrivastava, S. S. C. Ammal, H. Tsuruya, S. Takami, A. Endou, M. Kubo, K. Teraishi, Akira Miyamoto, Atsumu Ozaki",1999,0,Density-functional-theory calculations for the adsorption of molecular nitrogen on ruthenium surface are reported. It is found that nitrogen molecule is adsorbed while standing perpendicular to the triangular surface of ruthenium. The doping by K atoms favours the adsorption of molecular nitrogen. The calculation of the adsorption energy has also been performed on iron and osmium clusters which shows that ruthenium adsorbs better than iron or osmium. It is found that potential for atomic nitrogen is deeper and more stable than that of molecular nitrogen and hence atomic nitrogen is important for catalysis.,"['ru', 'mo', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Challenges For Non-Minimal Higgs Searches at Future Colliders,Howard E. Haber,1995,0,"In models with a non-minimal Higgs sector, the lightest scalar state may be a neutral CP-even Higgs boson, whose properties are nearly identical to those of the minimal Higgs boson of the Standard Model. In such a scenario, the other Higgs scalars are significantly heavier than $m_Z$; their effects rapidly decouple from the low-energy theory. The decoupling limit of the most general CP-conserving two-Higgs doublet model is formulated. Detection of evidence for a non-minimal Higgs sector in the decoupling limit presents a formidable challenge for Higgs searches at future colliders.","['fe', 'mo', 'co', 'ni', 'ir']",,,,
arXiv,Carleson measure estimates for the Green function,"Guy David, Linhan Li, Svitlana Mayboroda",2021,0,"In the present paper, we consider an elliptic divergence form operator in the half-space and prove that its Green function is almost affine, or more precisely, that the normalized difference between the Green function and a suitable affine function at every scale satisfies a Carleson measure estimate, provided that the oscillations of the coefficients satisfy the traditional quadratic Carleson condition. The results are sharp, and in particular, it is demonstrated that the class of the operators considered in the paper cannot be improved.","['fe', 'mo', 'co', 'pt', 'cu']",,,,
arXiv,Fabrication and characterization of iron pnictide wires and bulk materials through the powder-in-tube method,"Yanwei Ma, Zhaoshun Gao, Yanpeng Qi, Xianping Zhang, Lei Wang, Zhiyu Zhang, Dongliang Wang",2009,0,"The recent discovery of superconductivity in the iron based superconductors with very high upper critical fields presents a new possibility for practical applications, but fabricating fine-wire is a challenge because of mechanically hard and brittle powders and the toxicity and volatility of arsenic. In this paper, we report the synthesis and the physical characterization of iron pnictide wires and bulks prepared by the powder-in-tube method (PIT). A new class of high-Tc iron pnictide composite wires, such as LaFeAsO1-xFx, SmFeAsO1-xFx and Sr1-xKxFeAs, has been fabricated by the in situ PIT technique using Fe, Ta and Nb tubes. Microscopy and x-ray analysis show that the superconducting core is continuous, and retains phase composition after wire drawing and heat treatment. Furthermore, the wires exhibit a very weak Jc-field dependence behavior even at high temperatures. The upper critical field Hc2(0) value can exceed 100 T, surpassing those of MgB2 and all the low temperature superconductors and indicating a strong potential for applications requiring very high field. These results demonstrate the feasibility of producing superconducting pnictide composite wire. We also applied the one step PIT method to synthesize the iron-based bulks, due to its convenience and safety. In fact, by using this technique, we have successfully discovered superconductivity at 35 K and 15 K in Eu0.7Na0.3Fe2As2 and SmCoFeAsO compounds, respectively. These clearly suggest that the one-step PIT technique is unique and versatile and hence can be tailored easily for other rare earth derivatives of novel iron-based superconductors.","['fe', 'mo', 'co', 'ni', 'ir']",,,,
CORE,Sustainable synthesis of amino acids by catalytic fixation of molecular dinitrogen and carbon dioxide,"Alemán Llansó, Carlos; Puiggalí Bellalta, Jordi; Rivas Cañas, Manuel; Turón Dols, Pau; Valle Mendoza, Luis Javier del",2018,0,,"['mo', 'ni', 'cu']",,,,
CORE,Promotion effect of proton-conducting oxide BaZr0. 1Ce0. 7Y0. 2O3− δ on the catalytic activity of Ni towards ammonia synthesis from hydrogen and nitrogen,"Du, Dongwei; Humphreys, John; Lan, Rong; Tao, Shanwen; Xu, Wei",2018,0,,"['fe', 'mo', 'co', 'ni']",,,,
CORE,The integration of experiment and computational modelling in heterogeneously catalysed ammonia synthesis over metal nitrides,AlShibane; Bion; Boisen; Bozso; Brown; C. Richard A. Catlow; Constantinos D. Zeinalipour-Yazdi; Doornkamp; Ertl; Ertl; Ertl; Flavell-While; Gregory; Haber; Hoffman; Hunter; Hunter; Imbihl; Jacobsen; Jacobsen; Justin S. J. Hargreaves; Kojima; Kojima; Kojima; Kyriakou; Laassiri; Laassiri; Logadóttir; Mckay; Medford; Michalsky; Michalsky; Michaslky; Mittasch; Pfromm; Said Laassiri; Shipman; Tsuji; Tsuji; Wang; Wang; Zamfirescu; Zeinalipour-Yazdi; Zeinalipour-Yazdi; Zeinalipour-Yazdi; Zeinalipour-Yazdi; Zeinalipour-Yazdi,2018,0,,"['mo', 'co', 'ni']",,,,
CORE,H<inf>2</inf> Production via Ammonia Decomposition Using Non-Noble Metal Catalysts: A Review,"Bell, TE; Torrente-Murciano, L",2016,0,,"['mo', 'co', 'ni']",,,,
CORE,DFT based study of transition metal nano-clusters for electrochemical NH<sub>3</sub> production,Abild-Petersen; Aparicio; Blöchl; Blöchl; Boudart; Dahl; Dahl; Dahl; Dumesic; Ertl; Ertl; Ertl; Ertl; Ertl; Gomez; Haber; Hammer; Haruta; Hellman; Hellman; Heyrovski; Hinnemann; Hohenberg; Honkala; J. G. Howalt; J. Rossmeisl; Jacobsen; Jiang; Kleis; Klerke; Kohn; Kojima; Logadottir; Logadottir; Marnellos; Mavrikakis; Monkhorst; Mortensen; Mortensen; Murakami; Nørskov; Nørskov; Nørskov; Peterson; Rod; Rossmeisl; Rossmeisl; Skúlason; Smil; Song; Spencer; Spencer; Strongin; Strongin; T. Bligaard; T. Vegge; Tafel; Vegge; Volpe; Wang; Wang,2013,0,,[],,,,
